HT_link,AT_Link,Season,HT_Game_Penalty_Cards,AT_Game_Penalty_Cards
creteil-lusitanos,angers-sco,2014,1,2
arles,lens,2014,1,0
angers-sco,chamois-niortais,2014,0,2
auxerre,creteil-lusitanos,2014,1,2
ca-bastia,tours-fc,2014,4,3
berrichonne-chateauroux,caen,2014,2,0
dijon-fco,troyes,2014,3,2
istres,arles,2014,1,1
stade-lavallois,havre-ac,2014,1,3
nancy,clermont-foot,2014,2,3
lens,nimes-olympique,2014,0,2
stade-brestois-29,metz,2014,3,3
arles,dijon-fco,2014,2,2
creteil-lusitanos,ca-bastia,2014,3,0
havre-ac,stade-brestois-29,2014,1,3
metz,angers-sco,2014,0,0
nimes-olympique,berrichonne-chateauroux,2014,1,2
chamois-niortais,istres,2014,0,0
tours-fc,stade-lavallois,2014,0,0
troyes,auxerre,2014,1,1
caen,nancy,2014,2,3
clermont-foot,lens,2014,2,2
angers-sco,arles,2014,2,2
auxerre,tours-fc,2014,2,1
ca-bastia,havre-ac,2014,3,1
berrichonne-chateauroux,clermont-foot,2014,1,0
dijon-fco,chamois-niortais,2014,2,3
istres,metz,2014,0,1
stade-lavallois,creteil-lusitanos,2014,2,3
nancy,nimes-olympique,2014,2,1
lens,caen,2014,3,4
stade-brestois-29,troyes,2014,2,0
caen,istres,2014,0,2
clermont-foot,auxerre,2014,2,1
creteil-lusitanos,tours-fc,2014,3,1
havre-ac,angers-sco,2014,1,2
nancy,berrichonne-chateauroux,2014,0,1
nimes-olympique,ca-bastia,2014,0,0
troyes,stade-lavallois,2014,2,5
metz,dijon-fco,2014,2,1
arles,stade-brestois-29,2014,2,2
chamois-niortais,lens,2014,1,2
angers-sco,clermont-foot,2014,3,3
stade-brestois-29,chamois-niortais,2014,4,2
ca-bastia,metz,2014,3,4
creteil-lusitanos,troyes,2014,2,3
dijon-fco,nancy,2014,1,2
istres,nimes-olympique,2014,2,2
stade-lavallois,arles,2014,2,1
tours-fc,havre-ac,2014,2,4
lens,berrichonne-chateauroux,2014,1,3
auxerre,caen,2014,2,3
arles,ca-bastia,2014,1,1
caen,angers-sco,2014,2,2
berrichonne-chateauroux,istres,2014,2,2
clermont-foot,stade-brestois-29,2014,1,1
havre-ac,creteil-lusitanos,2014,0,2
nimes-olympique,dijon-fco,2014,3,1
chamois-niortais,stade-lavallois,2014,2,5
troyes,tours-fc,2014,3,4
nancy,lens,2014,3,3
metz,auxerre,2014,1,0
auxerre,chamois-niortais,2014,2,3
stade-brestois-29,nimes-olympique,2014,1,2
ca-bastia,caen,2014,1,2
creteil-lusitanos,arles,2014,3,2
istres,nancy,2014,2,4
stade-lavallois,berrichonne-chateauroux,2014,4,2
tours-fc,metz,2014,0,4
troyes,havre-ac,2014,1,1
angers-sco,lens,2014,3,1
dijon-fco,clermont-foot,2014,4,1
lens,istres,2014,2,2
caen,stade-brestois-29,2014,1,2
berrichonne-chateauroux,dijon-fco,2014,2,3
clermont-foot,ca-bastia,2014,0,2
havre-ac,auxerre,2014,2,2
nancy,stade-lavallois,2014,3,2
nimes-olympique,angers-sco,2014,0,1
chamois-niortais,creteil-lusitanos,2014,0,2
arles,tours-fc,2014,0,2
metz,troyes,2014,5,2
auxerre,arles,2014,1,4
ca-bastia,chamois-niortais,2014,1,1
dijon-fco,istres,2014,2,1
stade-lavallois,nimes-olympique,2014,1,1
havre-ac,metz,2014,3,2
tours-fc,caen,2014,2,1
troyes,clermont-foot,2014,2,2
angers-sco,nancy,2014,1,1
creteil-lusitanos,berrichonne-chateauroux,2014,2,2
stade-brestois-29,lens,2014,4,2
caen,stade-lavallois,2014,1,2
berrichonne-chateauroux,angers-sco,2014,1,1
clermont-foot,havre-ac,2014,3,0
istres,stade-brestois-29,2014,1,1
nancy,ca-bastia,2014,1,3
nimes-olympique,auxerre,2014,0,0
chamois-niortais,tours-fc,2014,1,2
arles,troyes,2014,3,2
lens,dijon-fco,2014,1,5
metz,creteil-lusitanos,2014,3,2
arles,metz,2014,1,2
stade-brestois-29,nancy,2014,0,1
ca-bastia,istres,2014,1,0
creteil-lusitanos,caen,2014,2,2
stade-lavallois,clermont-foot,2014,3,2
havre-ac,chamois-niortais,2014,2,0
troyes,nimes-olympique,2014,2,3
tours-fc,berrichonne-chateauroux,2014,1,2
angers-sco,dijon-fco,2014,2,1
auxerre,lens,2014,3,1
angers-sco,ca-bastia,2014,1,2
caen,troyes,2014,2,2
berrichonne-chateauroux,auxerre,2014,1,3
clermont-foot,arles,2014,0,2
dijon-fco,stade-brestois-29,2014,1,2
istres,creteil-lusitanos,2014,1,0
nimes-olympique,tours-fc,2014,1,1
chamois-niortais,metz,2014,1,1
lens,stade-lavallois,2014,2,2
nancy,havre-ac,2014,1,1
arles,chamois-niortais,2014,2,1
auxerre,istres,2014,4,2
ca-bastia,berrichonne-chateauroux,2014,2,2
creteil-lusitanos,clermont-foot,2014,1,1
stade-lavallois,dijon-fco,2014,1,4
havre-ac,nimes-olympique,2014,1,1
metz,caen,2014,2,0
troyes,lens,2014,2,5
tours-fc,nancy,2014,2,1
stade-brestois-29,angers-sco,2014,3,5
caen,arles,2014,1,2
berrichonne-chateauroux,troyes,2014,1,1
clermont-foot,chamois-niortais,2014,1,4
dijon-fco,ca-bastia,2014,1,3
istres,tours-fc,2014,0,0
nancy,creteil-lusitanos,2014,3,3
nimes-olympique,metz,2014,2,1
angers-sco,stade-lavallois,2014,3,2
stade-brestois-29,auxerre,2014,1,4
lens,havre-ac,2014,3,1
arles,nimes-olympique,2014,2,4
auxerre,angers-sco,2014,3,2
stade-lavallois,istres,2014,3,2
havre-ac,berrichonne-chateauroux,2014,1,1
chamois-niortais,caen,2014,0,0
tours-fc,dijon-fco,2014,2,2
troyes,nancy,2014,0,1
metz,clermont-foot,2014,2,1
ca-bastia,stade-brestois-29,2014,2,1
creteil-lusitanos,lens,2014,1,2
angers-sco,troyes,2014,2,0
stade-brestois-29,stade-lavallois,2014,2,2
ca-bastia,auxerre,2014,1,1
caen,clermont-foot,2014,2,2
berrichonne-chateauroux,arles,2014,0,1
dijon-fco,creteil-lusitanos,2014,1,2
istres,havre-ac,2014,1,1
nimes-olympique,chamois-niortais,2014,0,4
nancy,metz,2014,5,2
lens,tours-fc,2014,1,4
arles,nancy,2014,1,2
auxerre,dijon-fco,2014,1,3
clermont-foot,nimes-olympique,2014,1,2
creteil-lusitanos,stade-brestois-29,2014,0,0
stade-lavallois,ca-bastia,2014,0,0
havre-ac,caen,2014,2,1
chamois-niortais,berrichonne-chateauroux,2014,1,1
troyes,istres,2014,1,3
metz,lens,2014,2,2
tours-fc,angers-sco,2014,2,3
stade-brestois-29,tours-fc,2014,2,5
ca-bastia,troyes,2014,3,0
berrichonne-chateauroux,metz,2014,1,3
dijon-fco,havre-ac,2014,1,3
istres,clermont-foot,2014,1,0
stade-lavallois,auxerre,2014,2,3
nancy,chamois-niortais,2014,1,1
angers-sco,creteil-lusitanos,2014,2,0
lens,arles,2014,2,4
caen,nimes-olympique,2014,2,2
arles,istres,2014,1,3
caen,berrichonne-chateauroux,2014,1,2
clermont-foot,nancy,2014,2,1
creteil-lusitanos,auxerre,2014,1,2
havre-ac,stade-lavallois,2014,3,3
chamois-niortais,angers-sco,2014,0,2
tours-fc,ca-bastia,2014,2,4
troyes,dijon-fco,2014,1,2
nimes-olympique,lens,2014,1,0
metz,stade-brestois-29,2014,3,1
auxerre,troyes,2014,5,1
stade-brestois-29,havre-ac,2014,2,4
ca-bastia,creteil-lusitanos,2014,2,2
berrichonne-chateauroux,nimes-olympique,2014,2,1
dijon-fco,arles,2014,2,1
istres,chamois-niortais,2014,1,1
stade-lavallois,tours-fc,2014,2,2
nancy,caen,2014,0,2
angers-sco,metz,2014,1,1
lens,clermont-foot,2014,0,1
arles,angers-sco,2014,1,2
clermont-foot,berrichonne-chateauroux,2014,1,4
creteil-lusitanos,stade-lavallois,2014,2,4
havre-ac,ca-bastia,2014,0,1
nimes-olympique,nancy,2014,1,2
chamois-niortais,dijon-fco,2014,0,3
tours-fc,auxerre,2014,0,3
troyes,stade-brestois-29,2014,3,6
caen,lens,2014,0,2
metz,istres,2014,4,2
angers-sco,havre-ac,2014,1,1
auxerre,clermont-foot,2014,2,3
stade-brestois-29,arles,2014,3,1
ca-bastia,nimes-olympique,2014,3,1
berrichonne-chateauroux,nancy,2014,2,2
istres,caen,2014,2,0
stade-lavallois,troyes,2014,2,0
tours-fc,creteil-lusitanos,2014,1,1
lens,chamois-niortais,2014,2,1
dijon-fco,metz,2014,3,4
arles,stade-lavallois,2014,3,3
clermont-foot,angers-sco,2014,2,3
havre-ac,tours-fc,2014,2,1
metz,ca-bastia,2014,2,2
nancy,dijon-fco,2014,3,2
nimes-olympique,istres,2014,1,2
chamois-niortais,stade-brestois-29,2014,4,2
troyes,creteil-lusitanos,2014,1,2
caen,auxerre,2014,0,2
berrichonne-chateauroux,lens,2014,3,2
stade-brestois-29,clermont-foot,2014,0,0
ca-bastia,arles,2014,1,1
creteil-lusitanos,havre-ac,2014,0,3
dijon-fco,nimes-olympique,2014,0,0
istres,berrichonne-chateauroux,2014,2,4
stade-lavallois,chamois-niortais,2014,2,2
lens,nancy,2014,4,3
tours-fc,troyes,2014,1,3
auxerre,metz,2014,2,1
angers-sco,caen,2014,1,3
arles,creteil-lusitanos,2014,2,3
caen,ca-bastia,2014,0,2
berrichonne-chateauroux,stade-lavallois,2014,2,0
clermont-foot,dijon-fco,2014,1,2
havre-ac,troyes,2014,3,4
metz,tours-fc,2014,2,1
nancy,istres,2014,0,3
nimes-olympique,stade-brestois-29,2014,1,3
chamois-niortais,auxerre,2014,3,1
lens,angers-sco,2014,1,3
stade-brestois-29,caen,2014,1,0
angers-sco,nimes-olympique,2014,0,0
auxerre,havre-ac,2014,0,0
ca-bastia,clermont-foot,2014,1,0
creteil-lusitanos,chamois-niortais,2014,2,1
dijon-fco,berrichonne-chateauroux,2014,1,2
istres,lens,2014,1,1
stade-lavallois,nancy,2014,2,3
tours-fc,arles,2014,3,2
troyes,metz,2014,0,3
arles,auxerre,2014,0,0
caen,tours-fc,2014,3,1
berrichonne-chateauroux,creteil-lusitanos,2014,1,3
clermont-foot,troyes,2014,0,1
istres,dijon-fco,2014,1,2
lens,stade-brestois-29,2014,1,3
metz,havre-ac,2014,0,0
nancy,angers-sco,2014,0,3
nimes-olympique,stade-lavallois,2014,3,2
chamois-niortais,ca-bastia,2014,1,1
angers-sco,istres,2014,1,1
auxerre,nancy,2014,1,2
stade-brestois-29,berrichonne-chateauroux,2014,0,0
ca-bastia,lens,2014,1,1
creteil-lusitanos,nimes-olympique,2014,2,1
dijon-fco,caen,2014,3,1
stade-lavallois,metz,2014,0,1
havre-ac,arles,2014,0,0
tours-fc,clermont-foot,2014,2,0
troyes,chamois-niortais,2014,0,2
arles,ajaccio,2015,1,2
auxerre,havre-ac,2015,1,2
gazelec-ajaccio,valenciennes-afc,2015,0,0
nimes-olympique,angers-sco,2015,3,1
tours-fc,creteil-lusitanos,2015,3,3
nancy,dijon-fco,2015,1,1
stade-lavallois,chamois-niortais,2015,2,2
berrichonne-chateauroux,troyes,2015,2,2
sochaux,orleans,2015,2,1
stade-brestois-29,clermont-foot,2015,3,2
angers-sco,arles,2015,2,3
clermont-foot,auxerre,2015,1,1
havre-ac,gazelec-ajaccio,2015,0,1
chamois-niortais,stade-brestois-29,2015,1,1
orleans,nancy,2015,1,2
troyes,tours-fc,2015,2,1
dijon-fco,stade-lavallois,2015,2,5
creteil-lusitanos,berrichonne-chateauroux,2015,2,0
valenciennes-afc,nimes-olympique,2015,0,0
ajaccio,sochaux,2015,3,0
tours-fc,valenciennes-afc,2015,1,4
nancy,arles,2015,1,2
nimes-olympique,dijon-fco,2015,2,2
auxerre,orleans,2015,2,5
chamois-niortais,havre-ac,2015,0,1
stade-lavallois,creteil-lusitanos,2015,1,2
berrichonne-chateauroux,clermont-foot,2015,2,0
stade-brestois-29,angers-sco,2015,2,3
gazelec-ajaccio,ajaccio,2015,3,4
sochaux,troyes,2015,2,1
arles,sochaux,2015,2,2
nancy,nimes-olympique,2015,1,1
clermont-foot,gazelec-ajaccio,2015,2,2
ajaccio,tours-fc,2015,3,1
creteil-lusitanos,chamois-niortais,2015,2,2
valenciennes-afc,havre-ac,2015,0,0
orleans,stade-brestois-29,2015,5,2
troyes,stade-lavallois,2015,1,4
angers-sco,berrichonne-chateauroux,2015,1,1
dijon-fco,auxerre,2015,0,3
sochaux,dijon-fco,2015,2,1
nimes-olympique,arles,2015,3,3
havre-ac,creteil-lusitanos,2015,1,2
gazelec-ajaccio,troyes,2015,2,1
auxerre,valenciennes-afc,2015,0,2
chamois-niortais,clermont-foot,2015,2,1
stade-lavallois,ajaccio,2015,0,1
berrichonne-chateauroux,orleans,2015,1,4
tours-fc,angers-sco,2015,2,3
stade-brestois-29,nancy,2015,3,2
valenciennes-afc,creteil-lusitanos,2015,1,3
clermont-foot,havre-ac,2015,1,2
angers-sco,gazelec-ajaccio,2015,1,2
nimes-olympique,stade-brestois-29,2015,2,1
dijon-fco,chamois-niortais,2015,4,3
arles,tours-fc,2015,2,3
orleans,stade-lavallois,2015,1,2
ajaccio,berrichonne-chateauroux,2015,2,1
nancy,sochaux,2015,0,0
troyes,auxerre,2015,1,2
gazelec-ajaccio,dijon-fco,2015,1,1
stade-brestois-29,arles,2015,1,3
sochaux,nimes-olympique,2015,4,4
creteil-lusitanos,clermont-foot,2015,2,0
auxerre,ajaccio,2015,2,2
tours-fc,orleans,2015,3,1
chamois-niortais,valenciennes-afc,2015,1,3
stade-lavallois,angers-sco,2015,3,1
berrichonne-chateauroux,nancy,2015,0,0
havre-ac,troyes,2015,2,1
valenciennes-afc,clermont-foot,2015,0,2
troyes,chamois-niortais,2015,2,1
orleans,gazelec-ajaccio,2015,2,2
nancy,tours-fc,2015,1,2
ajaccio,havre-ac,2015,1,2
sochaux,stade-brestois-29,2015,2,4
dijon-fco,creteil-lusitanos,2015,4,2
angers-sco,auxerre,2015,0,2
arles,stade-lavallois,2015,1,0
nimes-olympique,berrichonne-chateauroux,2015,0,2
auxerre,arles,2015,0,2
valenciennes-afc,orleans,2015,3,2
chamois-niortais,angers-sco,2015,1,2
havre-ac,dijon-fco,2015,0,1
gazelec-ajaccio,nimes-olympique,2015,0,0
tours-fc,sochaux,2015,2,2
creteil-lusitanos,ajaccio,2015,1,2
stade-lavallois,nancy,2015,0,3
berrichonne-chateauroux,stade-brestois-29,2015,1,1
clermont-foot,troyes,2015,4,3
nancy,gazelec-ajaccio,2015,2,2
angers-sco,creteil-lusitanos,2015,1,2
sochaux,auxerre,2015,1,1
dijon-fco,clermont-foot,2015,2,2
ajaccio,chamois-niortais,2015,3,3
orleans,havre-ac,2015,2,3
nimes-olympique,stade-lavallois,2015,3,4
arles,berrichonne-chateauroux,2015,2,2
troyes,valenciennes-afc,2015,1,1
stade-brestois-29,tours-fc,2015,1,2
auxerre,nancy,2015,1,0
tours-fc,nimes-olympique,2015,3,2
havre-ac,angers-sco,2015,2,3
gazelec-ajaccio,arles,2015,2,2
clermont-foot,ajaccio,2015,2,1
chamois-niortais,orleans,2015,1,1
stade-lavallois,stade-brestois-29,2015,2,2
berrichonne-chateauroux,sochaux,2015,1,2
creteil-lusitanos,troyes,2015,2,1
valenciennes-afc,dijon-fco,2015,3,1
ajaccio,valenciennes-afc,2015,2,2
nimes-olympique,auxerre,2015,2,3
stade-brestois-29,gazelec-ajaccio,2015,1,2
orleans,creteil-lusitanos,2015,1,4
arles,chamois-niortais,2015,3,2
angers-sco,clermont-foot,2015,2,3
sochaux,stade-lavallois,2015,3,2
berrichonne-chateauroux,tours-fc,2015,1,0
troyes,dijon-fco,2015,3,6
nancy,havre-ac,2015,0,1
creteil-lusitanos,sochaux,2015,4,2
auxerre,stade-brestois-29,2015,1,4
dijon-fco,ajaccio,2015,2,4
clermont-foot,nimes-olympique,2015,1,3
troyes,orleans,2015,3,5
havre-ac,arles,2015,0,2
stade-lavallois,tours-fc,2015,3,3
gazelec-ajaccio,berrichonne-chateauroux,2015,1,4
chamois-niortais,nancy,2015,1,2
valenciennes-afc,angers-sco,2015,2,2
tours-fc,auxerre,2015,2,1
orleans,clermont-foot,2015,2,2
angers-sco,dijon-fco,2015,2,2
sochaux,gazelec-ajaccio,2015,2,2
nimes-olympique,chamois-niortais,2015,0,3
arles,valenciennes-afc,2015,2,3
ajaccio,troyes,2015,3,2
berrichonne-chateauroux,stade-lavallois,2015,0,0
stade-brestois-29,havre-ac,2015,2,2
nancy,creteil-lusitanos,2015,1,0
dijon-fco,orleans,2015,0,2
clermont-foot,arles,2015,1,5
ajaccio,angers-sco,2015,1,1
valenciennes-afc,stade-brestois-29,2015,0,2
chamois-niortais,tours-fc,2015,3,3
creteil-lusitanos,nimes-olympique,2015,1,4
gazelec-ajaccio,stade-lavallois,2015,3,2
auxerre,berrichonne-chateauroux,2015,1,2
havre-ac,sochaux,2015,1,2
troyes,nancy,2015,0,0
stade-brestois-29,creteil-lusitanos,2015,1,4
tours-fc,gazelec-ajaccio,2015,3,4
orleans,ajaccio,2015,0,4
arles,dijon-fco,2015,2,2
sochaux,clermont-foot,2015,1,1
nimes-olympique,havre-ac,2015,0,2
stade-lavallois,auxerre,2015,0,2
berrichonne-chateauroux,chamois-niortais,2015,2,0
angers-sco,troyes,2015,3,1
nancy,valenciennes-afc,2015,2,1
orleans,angers-sco,2015,2,1
clermont-foot,tours-fc,2015,1,2
chamois-niortais,sochaux,2015,2,3
gazelec-ajaccio,auxerre,2015,0,1
creteil-lusitanos,arles,2015,2,2
ajaccio,nancy,2015,2,2
havre-ac,stade-lavallois,2015,3,3
valenciennes-afc,berrichonne-chateauroux,2015,1,0
dijon-fco,stade-brestois-29,2015,2,1
troyes,nimes-olympique,2015,1,2
sochaux,angers-sco,2015,1,3
auxerre,chamois-niortais,2015,3,3
nancy,clermont-foot,2015,0,0
tours-fc,havre-ac,2015,1,2
nimes-olympique,orleans,2015,0,2
stade-lavallois,valenciennes-afc,2015,0,0
berrichonne-chateauroux,dijon-fco,2015,1,3
stade-brestois-29,ajaccio,2015,1,5
arles,troyes,2015,5,2
gazelec-ajaccio,creteil-lusitanos,2015,1,2
chamois-niortais,gazelec-ajaccio,2015,1,5
ajaccio,nimes-olympique,2015,3,0
creteil-lusitanos,auxerre,2015,1,1
orleans,arles,2015,2,3
angers-sco,nancy,2015,2,4
dijon-fco,tours-fc,2015,1,2
clermont-foot,stade-lavallois,2015,0,0
havre-ac,berrichonne-chateauroux,2015,2,1
troyes,stade-brestois-29,2015,2,3
valenciennes-afc,sochaux,2015,2,2
tours-fc,troyes,2015,2,3
nimes-olympique,valenciennes-afc,2015,1,2
gazelec-ajaccio,havre-ac,2015,0,0
auxerre,clermont-foot,2015,1,0
stade-brestois-29,chamois-niortais,2015,1,3
arles,angers-sco,2015,2,1
stade-lavallois,dijon-fco,2015,3,2
berrichonne-chateauroux,creteil-lusitanos,2015,0,1
sochaux,ajaccio,2015,2,4
nancy,orleans,2015,0,3
havre-ac,chamois-niortais,2015,2,2
arles,nancy,2015,0,0
ajaccio,gazelec-ajaccio,2015,2,2
orleans,auxerre,2015,2,1
dijon-fco,nimes-olympique,2015,2,3
creteil-lusitanos,stade-lavallois,2015,2,1
troyes,sochaux,2015,2,4
valenciennes-afc,tours-fc,2015,2,1
clermont-foot,berrichonne-chateauroux,2015,3,0
angers-sco,stade-brestois-29,2015,2,4
sochaux,arles,2015,2,3
nimes-olympique,nancy,2015,2,1
gazelec-ajaccio,clermont-foot,2015,2,2
tours-fc,ajaccio,2015,2,4
chamois-niortais,creteil-lusitanos,2015,3,2
stade-brestois-29,orleans,2015,2,1
stade-lavallois,troyes,2015,2,2
berrichonne-chateauroux,angers-sco,2015,1,1
auxerre,dijon-fco,2015,0,2
havre-ac,valenciennes-afc,2015,1,3
arles,nimes-olympique,2015,1,4
valenciennes-afc,auxerre,2015,2,3
troyes,gazelec-ajaccio,2015,2,3
creteil-lusitanos,havre-ac,2015,1,1
angers-sco,tours-fc,2015,2,2
clermont-foot,chamois-niortais,2015,0,2
ajaccio,stade-lavallois,2015,0,2
orleans,berrichonne-chateauroux,2015,1,2
dijon-fco,sochaux,2015,2,1
nancy,stade-brestois-29,2015,1,1
creteil-lusitanos,valenciennes-afc,2015,1,1
auxerre,troyes,2015,0,4
tours-fc,arles,2015,4,4
chamois-niortais,dijon-fco,2015,3,3
havre-ac,clermont-foot,2015,2,1
gazelec-ajaccio,angers-sco,2015,2,2
stade-lavallois,orleans,2015,2,3
berrichonne-chateauroux,ajaccio,2015,2,3
sochaux,nancy,2015,2,2
stade-brestois-29,nimes-olympique,2015,1,4
valenciennes-afc,chamois-niortais,2015,0,1
orleans,tours-fc,2015,3,1
clermont-foot,creteil-lusitanos,2015,0,1
dijon-fco,gazelec-ajaccio,2015,2,1
arles,stade-brestois-29,2015,1,1
ajaccio,auxerre,2015,2,3
angers-sco,stade-lavallois,2015,3,3
nancy,berrichonne-chateauroux,2015,0,2
troyes,havre-ac,2015,2,1
nimes-olympique,sochaux,2015,2,3
chamois-niortais,troyes,2015,2,4
havre-ac,ajaccio,2015,2,3
gazelec-ajaccio,orleans,2015,2,2
clermont-foot,valenciennes-afc,2015,3,3
tours-fc,nancy,2015,1,2
creteil-lusitanos,dijon-fco,2015,1,2
stade-lavallois,arles,2015,2,3
berrichonne-chateauroux,nimes-olympique,2015,2,2
stade-brestois-29,sochaux,2015,3,3
auxerre,angers-sco,2015,1,1
sochaux,tours-fc,2015,4,0
nimes-olympique,gazelec-ajaccio,2015,2,2
ajaccio,creteil-lusitanos,2015,1,1
troyes,clermont-foot,2015,1,2
orleans,valenciennes-afc,2015,4,2
angers-sco,chamois-niortais,2015,2,3
nancy,stade-lavallois,2015,1,0
dijon-fco,havre-ac,2015,1,2
arles,auxerre,2015,1,1
stade-brestois-29,berrichonne-chateauroux,2015,0,2
chamois-niortais,ajaccio,2015,2,2
havre-ac,orleans,2015,3,0
gazelec-ajaccio,nancy,2015,1,1
clermont-foot,dijon-fco,2015,1,3
tours-fc,stade-brestois-29,2015,2,2
creteil-lusitanos,angers-sco,2015,1,3
stade-lavallois,nimes-olympique,2015,0,3
berrichonne-chateauroux,arles,2015,4,2
auxerre,sochaux,2015,1,2
valenciennes-afc,troyes,2015,1,4
angers-sco,havre-ac,2015,2,2
nimes-olympique,tours-fc,2015,1,3
dijon-fco,valenciennes-afc,2015,2,3
arles,gazelec-ajaccio,2015,1,0
ajaccio,clermont-foot,2015,4,3
troyes,creteil-lusitanos,2015,1,1
orleans,chamois-niortais,2015,1,2
sochaux,berrichonne-chateauroux,2015,1,2
stade-brestois-29,stade-lavallois,2015,1,0
nancy,auxerre,2015,3,1
havre-ac,nancy,2015,2,1
creteil-lusitanos,orleans,2015,2,2
auxerre,nimes-olympique,2015,0,0
valenciennes-afc,ajaccio,2015,3,4
chamois-niortais,arles,2015,1,2
clermont-foot,angers-sco,2015,4,1
stade-lavallois,sochaux,2015,2,2
tours-fc,berrichonne-chateauroux,2015,3,6
dijon-fco,troyes,2015,3,6
gazelec-ajaccio,stade-brestois-29,2015,1,0
ajaccio,dijon-fco,2015,1,2
orleans,troyes,2015,1,1
nancy,chamois-niortais,2015,0,1
sochaux,creteil-lusitanos,2015,2,6
nimes-olympique,clermont-foot,2015,3,2
arles,havre-ac,2015,3,2
tours-fc,stade-lavallois,2015,2,1
berrichonne-chateauroux,gazelec-ajaccio,2015,0,1
stade-brestois-29,auxerre,2015,0,0
angers-sco,valenciennes-afc,2015,1,3
clermont-foot,orleans,2015,2,3
troyes,ajaccio,2015,2,2
gazelec-ajaccio,sochaux,2015,0,0
creteil-lusitanos,nancy,2015,3,1
auxerre,tours-fc,2015,3,4
valenciennes-afc,arles,2015,2,3
chamois-niortais,nimes-olympique,2015,1,2
stade-lavallois,berrichonne-chateauroux,2015,0,1
dijon-fco,angers-sco,2015,1,1
havre-ac,stade-brestois-29,2015,1,1
sochaux,havre-ac,2015,1,3
nimes-olympique,creteil-lusitanos,2015,2,1
stade-brestois-29,valenciennes-afc,2015,1,3
angers-sco,ajaccio,2015,0,2
tours-fc,chamois-niortais,2015,0,0
nancy,troyes,2015,2,2
arles,clermont-foot,2015,2,1
stade-lavallois,gazelec-ajaccio,2015,2,2
berrichonne-chateauroux,auxerre,2015,4,2
orleans,dijon-fco,2015,1,2
clermont-foot,sochaux,2015,2,1
ajaccio,orleans,2015,3,1
valenciennes-afc,nancy,2015,1,1
gazelec-ajaccio,tours-fc,2015,2,1
creteil-lusitanos,stade-brestois-29,2015,1,2
troyes,angers-sco,2015,2,4
havre-ac,nimes-olympique,2015,0,3
dijon-fco,arles,2015,1,2
auxerre,stade-lavallois,2015,2,0
chamois-niortais,berrichonne-chateauroux,2015,0,0
arles,creteil-lusitanos,2015,0,0
sochaux,chamois-niortais,2015,2,1
nancy,ajaccio,2015,2,5
auxerre,gazelec-ajaccio,2015,2,3
angers-sco,orleans,2015,3,4
tours-fc,clermont-foot,2015,1,2
stade-lavallois,havre-ac,2015,1,2
berrichonne-chateauroux,valenciennes-afc,2015,0,1
nimes-olympique,troyes,2015,1,1
stade-brestois-29,dijon-fco,2015,3,3
troyes,arles,2015,0,0
chamois-niortais,auxerre,2015,3,1
clermont-foot,nancy,2015,1,4
ajaccio,stade-brestois-29,2015,3,2
orleans,nimes-olympique,2015,0,4
havre-ac,tours-fc,2015,3,2
valenciennes-afc,stade-lavallois,2015,1,2
dijon-fco,berrichonne-chateauroux,2015,4,2
creteil-lusitanos,gazelec-ajaccio,2015,1,1
angers-sco,sochaux,2015,3,4
tours-fc,dijon-fco,2015,3,3
nimes-olympique,ajaccio,2015,2,2
gazelec-ajaccio,chamois-niortais,2015,3,2
auxerre,creteil-lusitanos,2015,0,1
sochaux,valenciennes-afc,2015,1,5
nancy,angers-sco,2015,0,0
stade-brestois-29,troyes,2015,4,2
arles,orleans,2015,0,2
stade-lavallois,clermont-foot,2015,1,1
berrichonne-chateauroux,havre-ac,2015,3,0
havre-ac,auxerre,2015,0,0
creteil-lusitanos,tours-fc,2015,3,1
angers-sco,nimes-olympique,2015,0,0
dijon-fco,nancy,2015,0,2
clermont-foot,stade-brestois-29,2015,2,1
ajaccio,arles,2015,4,1
valenciennes-afc,gazelec-ajaccio,2015,2,1
orleans,sochaux,2015,2,2
chamois-niortais,stade-lavallois,2015,2,1
troyes,berrichonne-chateauroux,2015,0,2
ajaccio,dijon-fco,2016,3,0
auxerre,stade-brestois-29,2016,2,3
bourg-peronnas,havre-ac,2016,2,3
clermont-foot,sochaux,2016,0,1
nimes-olympique,evian-thonon-gaillard,2016,1,0
chamois-niortais,valenciennes-afc,2016,2,3
paris-sg,stade-lavallois,2016,2,1
red-star,creteil-lusitanos,2016,1,3
metz,lens,2016,0,2
nancy,tours-fc,2016,3,4
stade-brestois-29,nimes-olympique,2016,2,2
creteil-lusitanos,bourg-peronnas,2016,1,0
dijon-fco,chamois-niortais,2016,3,2
evian-thonon-gaillard,clermont-foot,2016,2,1
stade-lavallois,nancy,2016,2,2
havre-ac,ajaccio,2016,2,4
sochaux,metz,2016,3,2
tours-fc,paris-sg,2016,1,1
valenciennes-afc,auxerre,2016,3,4
lens,red-star,2016,4,1
ajaccio,evian-thonon-gaillard,2016,6,5
auxerre,stade-lavallois,2016,2,2
bourg-peronnas,dijon-fco,2016,3,2
clermont-foot,nimes-olympique,2016,1,2
lens,creteil-lusitanos,2016,0,2
chamois-niortais,sochaux,2016,1,1
paris-sg,havre-ac,2016,2,1
red-star,tours-fc,2016,4,1
nancy,stade-brestois-29,2016,2,3
metz,valenciennes-afc,2016,2,1
stade-brestois-29,ajaccio,2016,3,4
